月の出,月の入,月齢
 6:36,21:49,  2.7
 7:14,23:08,  3.7
 8:02,--:--,  4.7
 9:00, 0:18,  5.7
10:05, 1:17,  6.7
11:14, 2:03,  7.7
12:23, 2:40,  8.7
13:30, 3:08,  9.7
14:34, 3:32, 10.7
15:36, 3:53, 11.7
16:37, 4:12, 12.7
17:37, 4:30, 13.7
18:38, 4:49, 14.7
19:40, 5:10, 15.7
20:44, 5:34, 16.7
21:47, 6:03, 17.7
22:49, 6:38, 18.7
23:45, 7:22, 19.7
--:--, 8:15, 20.7
 0:35, 9:16, 21.7
 1:17,10:24, 22.7
 1:51,11:35, 23.7
 2:21,12:48, 24.7
 2:47,14:02, 25.7
 3:11,15:18, 26.7
 3:35,16:35, 27.7
 4:01,17:56, 28.7
 4:30,19:18,  0.3
 5:06,20:41,  1.3
 5:50,21:59,  2.3
