月の出,月の入,月齢
10:09,22:45,  5.7
11:11,23:04,  6.7
12:12,23:24,  7.7
13:14,23:45,  8.7
14:16,--:--,  9.7
15:19, 0:09, 10.7
16:23, 0:39, 11.7
17:25, 1:15, 12.7
18:22, 1:59, 13.7
19:11, 2:54, 14.7
19:53, 3:57, 15.7
20:27, 5:05, 16.7
20:56, 6:16, 17.7
21:20, 7:27, 18.7
21:43, 8:38, 19.7
22:06, 9:49, 20.7
22:29,11:00, 21.7
22:56,12:14, 22.7
23:27,13:30, 23.7
--:--,14:48, 24.7
 0:07,16:04, 25.7
 0:57,17:13, 26.7
 1:58,18:12, 27.7
 3:08,18:58, 28.7
 4:23,19:34,  0.3
 5:36,20:03,  1.3
 6:47,20:27,  2.3
 7:54,20:48,  3.3
 8:57,21:07,  4.3
10:00,21:27,  5.3
11:01,21:47,  6.3
