月の出,月の入,月齢
14:18, 0:47, 10.6
14:45, 1:55, 11.6
15:12, 3:05, 12.6
15:42, 4:17, 13.6
16:16, 5:33, 14.6
16:57, 6:53, 15.6
17:48, 8:12, 16.6
18:49, 9:28, 17.6
19:58,10:33, 18.6
21:09,11:26, 19.6
22:20,12:08, 20.6
23:27,12:42, 21.6
--:--,13:10, 22.6
 0:30,13:34, 23.6
 1:31,13:57, 24.6
 2:30,14:19, 25.6
 3:28,14:42, 26.6
 4:26,15:07, 27.6
 5:26,15:35, 28.6
 6:26,16:08, 29.6
 7:26,16:47,  0.8
 8:24,17:33,  1.8
 9:18,18:25,  2.8
10:05,19:24,  3.8
10:46,20:26,  4.8
11:21,21:30,  5.8
11:51,22:34,  6.8
12:18,23:39,  7.8
12:44,--:--,  8.8
13:10, 0:45,  9.8
