月の出,月の入,月齢
12:05,22:31,  7.3
13:05,23:00,  8.3
14:06,23:36,  9.3
15:07,--:--, 10.3
16:05, 0:19, 11.3
16:58, 1:10, 12.3
17:44, 2:09, 13.3
18:24, 3:14, 14.3
18:58, 4:23, 15.3
19:28, 5:32, 16.3
19:55, 6:41, 17.3
20:21, 7:50, 18.3
20:48, 8:59, 19.3
21:17,10:09, 20.3
21:50,11:21, 21.3
22:29,12:35, 22.3
23:17,13:49, 23.3
--:--,14:58, 24.3
 0:15,15:59, 25.3
 1:20,16:50, 26.3
 2:30,17:31, 27.3
 3:40,18:05, 28.3
 4:48,18:33, 29.3
 5:53,18:58,  0.9
 6:55,19:21,  1.9
 7:55,19:43,  2.9
 8:54,20:06,  3.9
 9:53,20:31,  4.9
10:53,20:59,  5.9
11:54,21:32,  6.9
12:54,22:12,  7.9
