月の出,月の入,月齢
 6:57,19:08,  1.1
 7:25,20:22,  2.1
 7:53,21:36,  3.1
 8:25,22:51,  4.1
 9:01,--:--,  5.1
 9:45, 0:06,  6.1
10:36, 1:17,  7.1
11:36, 2:21,  8.1
12:40, 3:15,  9.1
13:47, 3:59, 10.1
14:52, 4:36, 11.1
15:56, 5:06, 12.1
16:56, 5:31, 13.1
17:55, 5:54, 14.1
18:53, 6:16, 15.1
19:51, 6:38, 16.1
20:49, 7:00, 17.1
21:49, 7:25, 18.1
22:50, 7:53, 19.1
23:51, 8:26, 20.1
--:--, 9:06, 21.1
 0:50, 9:54, 22.1
 1:45,10:51, 23.1
 2:34,11:55, 24.1
 3:17,13:04, 25.1
 3:53,14:16, 26.1
 4:25,15:29, 27.1
 4:54,16:42, 28.1
 5:22,17:56, 29.1
 5:51,19:11,  0.7
 6:21,20:29,  1.7
