月の出,月の入,月齢
 7:08,21:48,  2.7
 7:52,23:03,  3.7
 8:43,--:--,  4.7
 9:42, 0:12,  5.7
10:46, 1:11,  6.7
11:52, 2:00,  7.7
12:57, 2:40,  8.7
13:59, 3:12,  9.7
14:59, 3:40, 10.7
15:56, 4:05, 11.7
16:53, 4:28, 12.7
17:49, 4:51, 13.7
18:46, 5:14, 14.7
19:44, 5:39, 15.7
20:43, 6:07, 16.7
21:43, 6:40, 17.7
22:42, 7:18, 18.7
23:38, 8:04, 19.7
--:--, 8:57, 20.7
 0:29, 9:57, 21.7
 1:13,11:01, 22.7
 1:52,12:08, 23.7
 2:26,13:17, 24.7
 2:56,14:26, 25.7
 3:25,15:36, 26.7
 3:54,16:48, 27.7
 4:25,18:03, 28.7
 5:00,19:20,  0.3
 5:41,20:38,  1.3
 6:30,21:53,  2.3
