月の出,月の入,月齢
 7:27,22:59,  3.3
 8:32,23:54,  4.3
 9:40,--:--,  5.3
10:47, 0:38,  6.3
11:52, 1:14,  7.3
12:53, 1:44,  8.3
13:51, 2:09,  9.3
14:47, 2:33, 10.3
15:43, 2:56, 11.3
16:40, 3:18, 12.3
17:37, 3:43, 13.3
18:36, 4:10, 14.3
19:36, 4:41, 15.3
20:36, 5:18, 16.3
21:33, 6:02, 17.3
22:25, 6:53, 18.3
23:11, 7:50, 19.3
23:51, 8:53, 20.3
--:--, 9:58, 21.3
 0:25,11:04, 22.3
 0:56,12:10, 23.3
 1:25,13:17, 24.3
 1:52,14:26, 25.3
 2:21,15:37, 26.3
 2:53,16:52, 27.3
 3:30,18:09, 28.3
 4:15,19:26, 29.3
 5:09,20:38,  1.0
 6:12,21:40,  2.0
 7:21,22:30,  3.0
 8:31,23:11,  4.0
