月の出,月の入,月齢
13:53,23:13,  8.9
14:47,--:--,  9.9
15:37, 0:08, 10.9
16:20, 1:09, 11.9
16:57, 2:15, 12.9
17:30, 3:23, 13.9
18:00, 4:32, 14.9
18:29, 5:40, 15.9
18:57, 6:50, 16.9
19:27, 8:00, 17.9
20:01, 9:12, 18.9
20:41,10:26, 19.9
21:28,11:40, 20.9
22:23,12:51, 21.9
23:26,13:54, 22.9
--:--,14:48, 23.9
 0:33,15:33, 24.9
 1:41,16:09, 25.9
 2:48,16:40, 26.9
 3:51,17:07, 27.9
 4:52,17:31, 28.9
 5:51,17:55,  0.3
 6:49,18:18,  1.3
 7:46,18:44,  2.3
 8:45,19:12,  3.3
 9:44,19:44,  4.3
10:44,20:21,  5.3
11:42,21:05,  6.3
12:38,21:56,  7.3
13:28,22:54,  8.3
