月の出,月の入,月齢
13:46, 1:59, 10.8
14:18, 3:09, 11.8
14:57, 4:24, 12.8
15:43, 5:42, 13.8
16:41, 6:59, 14.8
17:48, 8:11, 15.8
19:00, 9:13, 16.8
20:14,10:02, 17.8
21:23,10:42, 18.8
22:29,11:14, 19.8
23:30,11:42, 20.8
--:--,12:07, 21.8
 0:29,12:31, 22.8
 1:27,12:55, 23.8
 2:24,13:20, 24.8
 3:22,13:48, 25.8
 4:21,14:21, 26.8
 5:20,14:59, 27.8
 6:18,15:43, 28.8
 7:13,16:34,  0.1
 8:03,17:32,  1.1
 8:46,18:32,  2.1
 9:24,19:35,  3.1
 9:57,20:38,  4.1
10:26,21:40,  5.1
10:52,22:43,  6.1
11:19,23:47,  7.1
11:46,--:--,  8.1
12:15, 0:53,  9.1
12:49, 2:02, 10.1
13:30, 3:16, 11.1
