月の出,月の入,月齢
14:22,--:--,  9.3
15:01, 0:08, 10.3
15:36, 1:14, 11.3
16:07, 2:21, 12.3
16:36, 3:28, 13.3
17:05, 4:37, 14.3
17:35, 5:47, 15.3
18:08, 7:00, 16.3
18:47, 8:15, 17.3
19:33, 9:32, 18.3
20:27,10:47, 19.3
21:30,11:55, 20.3
22:37,12:53, 21.3
23:45,13:41, 22.3
--:--,14:20, 23.3
 0:52,14:53, 24.3
 1:55,15:20, 25.3
 2:55,15:45, 26.3
 3:54,16:09, 27.3
 4:51,16:33, 28.3
 5:48,16:58, 29.3
 6:46,17:25,  0.6
 7:45,17:56,  1.6
 8:44,18:31,  2.6
 9:43,19:13,  3.6
10:39,20:01,  4.6
11:31,20:56,  5.6
12:17,21:56,  6.6
12:57,22:58,  7.6
13:32,--:--,  8.6
14:04, 0:03,  9.6
