月の出,月の入,月齢
10:40,23:11,  5.7
11:38,23:35,  6.7
12:34,23:59,  7.7
13:31,--:--,  8.7
14:29, 0:24,  9.7
15:28, 0:53, 10.7
16:28, 1:26, 11.7
17:27, 2:06, 12.7
18:23, 2:53, 13.7
19:14, 3:47, 14.7
19:59, 4:48, 15.7
20:37, 5:53, 16.7
21:10, 7:00, 17.7
21:40, 8:06, 18.7
22:08, 9:12, 19.7
22:35,10:17, 20.7
23:04,11:23, 21.7
23:35,12:32, 22.7
--:--,13:42, 23.7
 0:12,14:55, 24.7
 0:56,16:08, 25.7
 1:49,17:16, 26.7
 2:51,18:15, 27.7
 4:00,19:05, 28.7
 5:10,19:45,  0.3
 6:19,20:18,  1.3
 7:25,20:47,  2.3
 8:26,21:12,  3.3
 9:25,21:36,  4.3
10:23,22:00,  5.3
11:20,22:25,  6.3
