月の出,月の入,月齢
 7:19,21:58,  2.7
 8:03,23:12,  3.7
 8:54,--:--,  4.7
 9:53, 0:21,  5.7
10:57, 1:20,  6.7
12:03, 2:09,  7.7
13:08, 2:49,  8.7
14:10, 3:22,  9.7
15:10, 3:50, 10.7
16:07, 4:15, 11.7
17:03, 4:38, 12.7
17:59, 5:01, 13.7
18:55, 5:24, 14.7
19:53, 5:50, 15.7
20:52, 6:18, 16.7
21:52, 6:51, 17.7
22:51, 7:29, 18.7
23:47, 8:15, 19.7
--:--, 9:08, 20.7
 0:38,10:08, 21.7
 1:22,11:13, 22.7
 2:01,12:19, 23.7
 2:35,13:28, 24.7
 3:06,14:36, 25.7
 3:35,15:46, 26.7
 4:05,16:58, 27.7
 4:36,18:12, 28.7
 5:11,19:30,  0.3
 5:52,20:48,  1.3
 6:41,22:02,  2.3
