月の出,月の入,月齢
 8:25,18:12,  1.2
 9:07,19:22,  2.2
 9:43,20:31,  3.2
10:15,21:38,  4.2
10:44,22:45,  5.2
11:12,23:52,  6.2
11:40,--:--,  7.2
12:11, 1:01,  8.2
12:46, 2:11,  9.2
13:28, 3:23, 10.2
14:18, 4:34, 11.2
15:16, 5:41, 12.2
16:21, 6:41, 13.2
17:28, 7:32, 14.2
18:35, 8:13, 15.2
19:38, 8:47, 16.2
20:39, 9:16, 17.2
21:37, 9:41, 18.2
22:33,10:04, 19.2
23:29,10:27, 20.2
--:--,10:51, 21.2
 0:25,11:17, 22.2
 1:23,11:46, 23.2
 2:23,12:20, 24.2
 3:25,13:01, 25.2
 4:26,13:50, 26.2
 5:24,14:49, 27.2
 6:16,15:54, 28.2
 7:02,17:04, 29.2
 7:41,18:15,  0.6
 8:15,19:26,  1.6
