月の出,月の入,月齢
14:42, 1:22, 10.6
15:11, 2:26, 11.6
15:42, 3:32, 12.6
16:16, 4:41, 13.6
16:53, 5:53, 14.6
17:38, 7:09, 15.6
18:32, 8:26, 16.6
19:34, 9:40, 17.6
20:42,10:45, 18.6
21:52,11:40, 19.6
22:59,12:24, 20.6
--:--,13:01, 21.6
 0:03,13:32, 22.6
 1:03,13:59, 23.6
 2:00,14:25, 24.6
 2:56,14:50, 25.6
 3:51,15:16, 26.6
 4:47,15:43, 27.6
 5:44,16:14, 28.6
 6:41,16:50, 29.6
 7:39,17:30,  0.8
 8:36,18:17,  1.8
 9:29,19:10,  2.8
10:17,20:08,  3.8
11:00,21:08,  4.8
11:37,22:09,  5.8
12:10,23:10,  6.8
12:41,--:--,  7.8
13:09, 0:12,  8.8
13:38, 1:14,  9.8
