月の出,月の入,月齢
 8:29,18:31,  1.2
 9:12,19:38,  2.2
 9:50,20:46,  3.2
10:23,21:52,  4.2
10:53,22:57,  5.2
11:23,--:--,  6.2
11:53, 0:02,  7.2
12:25, 1:08,  8.2
13:02, 2:17,  9.2
13:46, 3:27, 10.2
14:37, 4:37, 11.2
15:35, 5:44, 12.2
16:40, 6:44, 13.2
17:46, 7:35, 14.2
18:51, 8:18, 15.2
19:53, 8:53, 16.2
20:52, 9:23, 17.2
21:48, 9:50, 18.2
22:43,10:15, 19.2
23:37,10:39, 20.2
--:--,11:05, 21.2
 0:32,11:32, 22.2
 1:29,12:02, 23.2
 2:28,12:37, 24.2
 3:28,13:19, 25.2
 4:28,14:10, 26.2
 5:26,15:08, 27.2
 6:19,16:13, 28.2
 7:06,17:21, 29.2
 7:47,18:31,  0.6
 8:22,19:40,  1.6
