月の出,月の入,月齢
 7:23,19:37,  1.1
 7:54,20:46,  2.1
 8:26,21:57,  3.1
 9:02,23:08,  4.1
 9:42,--:--,  5.1
10:28, 0:20,  6.1
11:21, 1:29,  7.1
12:21, 2:32,  8.1
13:24, 3:27,  9.1
14:28, 4:13, 10.1
15:31, 4:52, 11.1
16:31, 5:25, 12.1
17:29, 5:53, 13.1
18:24, 6:19, 14.1
19:19, 6:44, 15.1
20:14, 7:08, 16.1
21:09, 7:34, 17.1
22:06, 8:01, 18.1
23:05, 8:32, 19.1
--:--, 9:08, 20.1
 0:03, 9:50, 21.1
 1:01,10:40, 22.1
 1:56,11:36, 23.1
 2:46,12:39, 24.1
 3:31,13:46, 25.1
 4:10,14:54, 26.1
 4:46,16:03, 27.1
 5:18,17:12, 28.1
 5:50,18:22, 29.1
 6:22,19:34,  0.7
 6:57,20:47,  1.7
