月の出,月の入,月齢
10:52,23:22,  5.7
11:48,23:47,  6.7
12:43,--:--,  7.7
13:38, 0:12,  8.7
14:35, 0:39,  9.7
15:32, 1:09, 10.7
16:31, 1:44, 11.7
17:30, 2:24, 12.7
18:26, 3:12, 13.7
19:17, 4:07, 14.7
20:03, 5:07, 15.7
20:42, 6:11, 16.7
21:17, 7:16, 17.7
21:48, 8:21, 18.7
22:18, 9:25, 19.7
22:47,10:28, 20.7
23:17,11:33, 21.7
23:50,12:39, 22.7
--:--,13:48, 23.7
 0:28,15:00, 24.7
 1:14,16:11, 25.7
 2:08,17:18, 26.7
 3:11,18:18, 27.7
 4:19,19:09, 28.7
 5:28,19:50,  0.3
 6:35,20:25,  1.3
 7:39,20:55,  2.3
 8:39,21:22,  3.3
 9:36,21:48,  4.3
10:33,22:13,  5.3
11:28,22:39,  6.3
