月の出,月の入,月齢
 8:10,17:31,  1.2
 8:50,18:43,  2.2
 9:24,19:55,  3.2
 9:52,21:06,  4.2
10:18,22:16,  5.2
10:43,23:26,  6.2
11:09,--:--,  7.2
11:36, 0:37,  8.2
12:09, 1:51,  9.2
12:48, 3:05, 10.2
13:35, 4:19, 11.2
14:33, 5:28, 12.2
15:38, 6:27, 13.2
16:47, 7:16, 14.2
17:56, 7:55, 15.2
19:03, 8:27, 16.2
20:06, 8:53, 17.2
21:07, 9:16, 18.2
22:05, 9:37, 19.2
23:04, 9:57, 20.2
--:--,10:19, 21.2
 0:03,10:42, 22.2
 1:04,11:08, 23.2
 2:06,11:40, 24.2
 3:10,12:19, 25.2
 4:12,13:07, 26.2
 5:11,14:05, 27.2
 6:02,15:12, 28.2
 6:46,16:24, 29.2
 7:22,17:38,  0.6
 7:53,18:52,  1.6
