月の出,月の入,月齢
14:09, 0:34, 10.6
14:34, 1:43, 11.6
15:00, 2:54, 12.6
15:28, 4:07, 13.6
16:01, 5:25, 14.6
16:41, 6:46, 15.6
17:31, 8:07, 16.6
18:31, 9:23, 17.6
19:40,10:28, 18.6
20:53,11:21, 19.6
22:05,12:02, 20.6
23:13,12:34, 21.6
--:--,13:01, 22.6
 0:17,13:25, 23.6
 1:19,13:46, 24.6
 2:19,14:07, 25.6
 3:18,14:29, 26.6
 4:18,14:53, 27.6
 5:19,15:20, 28.6
 6:20,15:52, 29.6
 7:21,16:30,  0.8
 8:19,17:15,  1.8
 9:13,18:08,  2.8
10:00,19:07,  3.8
10:40,20:10,  4.8
11:14,21:15,  5.8
11:43,22:20,  6.8
12:10,23:26,  7.8
12:34,--:--,  8.8
12:59, 0:34,  9.8
