月の出,月の入,月齢
 9:12,23:32,  5.0
10:19,23:58,  6.0
11:22,--:--,  7.0
12:22, 0:20,  8.0
13:20, 0:41,  9.0
14:19, 1:02, 10.0
15:18, 1:24, 11.0
16:19, 1:47, 12.0
17:21, 2:15, 13.0
18:23, 2:48, 14.0
19:22, 3:28, 15.0
20:17, 4:16, 16.0
21:04, 5:13, 17.0
21:44, 6:16, 18.0
22:18, 7:23, 19.0
22:47, 8:31, 20.0
23:13, 9:39, 21.0
23:37,10:47, 22.0
--:--,11:56, 23.0
 0:02,13:07, 24.0
 0:29,14:20, 25.0
 1:00,15:37, 26.0
 1:37,16:55, 27.0
 2:23,18:10, 28.0
 3:20,19:17, 29.0
 4:27,20:12,  0.7
 5:39,20:56,  1.7
 6:52,21:30,  2.7
 8:02,21:58,  3.7
 9:08,22:22,  4.7
