月の出,月の入,月齢
 8:21,20:05,  2.6
 8:46,21:16,  3.6
 9:12,22:29,  4.6
 9:39,23:42,  5.6
10:10,--:--,  6.6
10:46, 0:56,  7.6
11:31, 2:09,  8.6
12:24, 3:19,  9.6
13:25, 4:20, 10.6
14:32, 5:11, 11.6
15:41, 5:53, 12.6
16:48, 6:27, 13.6
17:52, 6:54, 14.6
18:54, 7:18, 15.6
19:53, 7:40, 16.6
20:52, 8:00, 17.6
21:51, 8:21, 18.6
22:51, 8:43, 19.6
23:53, 9:08, 20.6
--:--, 9:37, 21.6
 0:55,10:12, 22.6
 1:57,10:55, 23.6
 2:57,11:48, 24.6
 3:51,12:50, 25.6
 4:38,14:00, 26.6
 5:17,15:13, 27.6
 5:51,16:28, 28.6
 6:20,17:43,  0.1
