月の出,月の入,月齢
13:41,4:35,12.1
14:41,5:51,13.1
15:52,6:58,14.1
17:10,7:51,15.1
18:28,8:32,16.1
19:42,9:05,17.1
20:53,9:31,18.1
21:59,9:53,19.1
23:03,10:14,20.1
--:--,10:34,21.1
0:05,10:55,22.1
1:08,11:18,23.1
2:11,11:45,24.1
3:14,12:18,25.1
4:15,12:57,26.1
5:13,13:45,27.1
6:05,14:42,28.1
6:49,15:45,29.1
7:25,16:51,0.3
7:56,18:00,1.3
8:22,19:08,2.3
8:45,20:15,3.3
9:07,21:24,4.3
9:29,22:33,5.3
9:52,23:45,6.3
10:19,--:--,7.3
10:51,1:00,8.3
11:32,2:17,9.3
12:24,3:33,10.3
13:28,4:41,11.3
14:42,5:39,12.3
