月の出,月の入,月齢
23:38,11:56,21.8
--:--,12:19,22.8
0:46,12:41,23.8
1:51,13:03,24.8
2:57,13:27,25.8
4:02,13:55,26.8
5:07,14:27,27.8
6:10,15:05,28.8
7:09,15:50,0.1
8:02,16:43,1.1
8:47,17:41,2.1
9:25,18:42,3.1
9:56,19:45,4.1
10:23,20:47,5.1
10:46,21:50,6.1
11:08,22:52,7.1
11:28,23:56,8.1
11:50,--:--,9.1
12:14,1:03,10.1
12:42,2:13,11.1
13:17,3:28,12.1
14:02,4:46,13.1
15:00,6:03,14.1
16:11,7:12,15.1
17:30,8:09,16.1
18:51,8:53,17.1
20:10,9:29,18.1
21:24,9:57,19.1
22:35,10:22,20.1
23:43,10:45,21.1
--:--,11:07,22.1
