月の出,月の入,月齢
20:12,6:52,17.7
20:33,7:57,18.7
20:54,9:03,19.7
21:18,10:10,20.7
21:45,11:21,21.7
22:19,12:35,22.7
23:01,13:50,23.7
23:56,15:04,24.7
--:--,16:11,25.7
1:02,17:07,26.7
2:19,17:51,27.7
3:38,18:27,28.7
4:57,18:56,0.4
6:12,19:20,1.4
7:23,19:43,2.4
8:32,20:05,3.4
9:39,20:28,4.4
10:46,20:53,5.4
11:51,21:22,6.4
12:56,21:57,7.4
13:57,22:38,8.4
14:53,23:27,9.4
15:42,--:--,10.4
16:24,0:23,11.4
16:59,1:24,12.4
17:28,2:29,13.4
17:54,3:35,14.4
18:17,4:41,15.4
18:38,5:47,16.4
19:00,6:53,17.4
19:23,8:01,18.4
