月の出,月の入,月齢
20:25,4:42,16.0
20:55,5:45,17.0
21:21,6:50,18.0
21:44,7:54,19.0
22:06,8:59,20.0
22:27,10:04,21.0
22:49,11:10,22.0
23:14,12:19,23.0
23:44,13:32,24.0
--:--,14:49,25.0
0:22,16:07,26.0
1:10,17:21,27.0
2:12,18:26,28.0
3:26,19:18,29.0
4:46,19:58,0.7
6:06,20:30,1.7
7:23,20:57,2.7
8:35,21:20,3.7
9:44,21:42,4.7
10:50,22:03,5.7
11:55,22:27,6.7
13:00,22:53,7.7
14:04,23:23,8.7
15:07,24:00,9.7
16:06,--:--,10.7
17:00,0:43,11.7
17:46,1:35,12.7
18:26,2:33,13.7
18:58,3:36,14.7
19:26,4:41,15.7
19:50,5:46,16.7
