月の出,月の入,月齢
14:37,4:41,12.1
15:39,5:54,13.1
16:49,7:00,14.1
18:03,7:57,15.1
19:16,8:43,16.1
20:24,9:20,17.1
21:29,9:51,18.1
22:30,10:19,19.1
23:28,10:45,20.1
--:--,11:10,21.1
0:26,11:36,22.1
1:24,12:04,23.1
2:22,12:35,24.1
3:20,13:12,25.1
4:19,13:54,26.1
5:15,14:44,27.1
6:06,15:39,28.1
6:53,16:39,29.1
7:33,17:42,0.3
8:08,18:45,1.3
8:39,19:48,2.3
9:08,20:50,3.3
9:35,21:53,4.3
10:02,22:57,5.3
10:30,--:--,6.3
11:03,0:03,7.3
11:41,1:12,8.3
12:26,2:24,9.3
13:22,3:36,10.3
14:26,4:43,11.3
15:38,5:43,12.3
