月の出,月の入,月齢
20:36,7:30,17.7
21:02,8:30,18.7
21:29,9:30,19.7
21:57,10:32,20.7
22:30,11:37,21.7
23:09,12:46,22.7
23:56,13:56,23.7
--:--,15:07,24.7
0:53,16:13,25.7
2:00,17:12,26.7
3:13,18:01,27.7
4:27,18:41,28.7
5:40,19:16,0.4
6:49,19:46,1.4
7:55,20:14,2.4
8:58,20:41,3.4
10:00,21:09,4.4
11:01,21:39,5.4
12:02,22:13,6.4
13:02,22:51,7.4
14:00,23:35,8.4
14:55,--:--,9.4
15:45,0:25,10.4
16:29,1:20,11.4
17:07,2:18,12.4
17:41,3:19,13.4
18:11,4:20,14.4
18:39,5:21,15.4
19:06,6:21,16.4
19:32,7:23,17.4
20:01,8:25,18.4
