月の出,月の入,月齢
--:--,12:19,21.8
0:12,12:47,22.8
1:14,13:14,23.8
2:15,13:42,24.8
3:15,14:11,25.8
4:15,14:43,26.8
5:16,15:19,27.8
6:15,16:00,28.8
7:12,16:48,0.1
8:05,17:40,1.1
8:51,18:36,2.1
9:32,19:34,3.1
10:07,20:32,4.1
10:38,21:30,5.1
11:06,22:27,6.1
11:32,23:25,7.1
11:58,--:--,8.1
12:24,0:24,9.1
12:53,1:25,10.1
13:27,2:30,11.1
14:07,3:40,12.1
14:56,4:53,13.1
15:57,6:06,14.1
17:07,7:15,15.1
18:23,8:14,16.1
19:39,9:04,17.1
20:52,9:44,18.1
22:00,10:18,19.1
23:05,10:49,20.1
--:--,11:17,21.1
0:08,11:44,22.1
