月の出,月の入,月齢
20:32,5:37,16.0
21:07,6:36,17.0
21:37,7:36,18.0
22:05,8:36,19.0
22:32,9:35,20.0
22:58,10:35,21.0
23:25,11:36,22.0
23:56,12:40,23.0
--:--,13:47,24.0
0:31,14:58,25.0
1:14,16:12,26.0
2:07,17:24,27.0
3:10,18:29,28.0
4:22,19:24,29.0
5:38,20:10,0.7
6:52,20:47,1.7
8:03,21:19,2.7
9:09,21:48,3.7
10:13,22:15,4.7
11:14,22:42,5.7
12:13,23:10,6.7
13:13,23:40,7.7
14:13,--:--,8.7
15:12,0:15,9.7
16:08,0:55,10.7
17:02,1:41,11.7
17:49,2:33,12.7
18:32,3:29,13.7
19:08,4:29,14.7
19:40,5:29,15.7
20:09,6:30,16.7
