月の出,月の入,月齢
13:56,23:16,  8.9
14:50,--:--,  9.9
15:39, 0:11, 10.9
16:23, 1:12, 11.9
17:00, 2:18, 12.9
17:33, 3:26, 13.9
18:03, 4:35, 14.9
18:31, 5:43, 15.9
19:00, 6:52, 16.9
19:30, 8:03, 17.9
20:04, 9:15, 18.9
20:44,10:29, 19.9
21:31,11:43, 20.9
22:26,12:53, 21.9
23:29,13:57, 22.9
--:--,14:51, 23.9
 0:36,15:35, 24.9
 1:44,16:12, 25.9
 2:51,16:42, 26.9
 3:54,17:09, 27.9
 4:55,17:34, 28.9
 5:53,17:57,  0.3
 6:51,18:21,  1.3
 7:49,18:47,  2.3
 8:48,19:15,  3.3
 9:47,19:47,  4.3
10:47,20:24,  5.3
11:45,21:08,  6.3
12:40,21:59,  7.3
13:31,22:57,  8.3
