月の出,月の入,月齢
 7:06,19:18,  1.1
 7:35,20:30,  2.1
 8:05,21:42,  3.1
 8:38,22:56,  4.1
 9:16,--:--,  5.1
10:01, 0:09,  6.1
10:53, 1:19,  7.1
11:53, 2:23,  8.1
12:57, 3:18,  9.1
14:02, 4:03, 10.1
15:07, 4:40, 11.1
16:08, 5:12, 12.1
17:08, 5:39, 13.1
18:05, 6:03, 14.1
19:02, 6:26, 15.1
19:58, 6:49, 16.1
20:56, 7:12, 17.1
21:54, 7:38, 18.1
22:54, 8:08, 19.1
23:54, 8:42, 20.1
--:--, 9:23, 21.1
 0:53,10:12, 22.1
 1:48,11:08, 23.1
 2:37,12:12, 24.1
 3:21,13:20, 25.1
 3:58,14:30, 26.1
 4:32,15:41, 27.1
 5:02,16:52, 28.1
 5:32,18:05, 29.1
 6:02,19:19,  0.7
 6:34,20:34,  1.7
