月の出,月の入,月齢
14:16,24:00,  9.3
14:55,--:--, 10.3
15:29, 1:05, 11.3
16:00, 2:13, 12.3
16:29, 3:20, 13.3
16:58, 4:29, 14.3
17:27, 5:40, 15.3
18:01, 6:53, 16.3
18:39, 8:09, 17.3
19:24, 9:25, 18.3
20:19,10:40, 19.3
21:21,11:49, 20.3
22:28,12:47, 21.3
23:37,13:35, 22.3
--:--,14:14, 23.3
 0:44,14:46, 24.3
 1:47,15:13, 25.3
 2:48,15:38, 26.3
 3:46,16:02, 27.3
 4:44,16:25, 28.3
 5:41,16:50, 29.3
 6:39,17:17,  0.6
 7:38,17:48,  1.6
 8:38,18:23,  2.6
 9:37,19:05,  3.6
10:33,19:53,  4.6
11:25,20:47,  5.6
12:11,21:47,  6.6
12:51,22:50,  7.6
13:26,23:54,  8.6
13:57,--:--,  9.6
