月の出,月の入,月齢
13:49, 2:02, 10.8
14:21, 3:12, 11.8
14:59, 4:27, 12.8
15:46, 5:44, 13.8
16:44, 7:02, 14.8
17:51, 8:14, 15.8
19:04, 9:15, 16.8
20:17,10:05, 17.8
21:26,10:45, 18.8
22:32,11:17, 19.8
23:33,11:45, 20.8
--:--,12:10, 21.8
 0:32,12:34, 22.8
 1:29,12:58, 23.8
 2:27,13:23, 24.8
 3:25,13:51, 25.8
 4:24,14:24, 26.8
 5:23,15:02, 27.8
 6:21,15:46, 28.8
 7:16,16:37,  0.1
 8:05,17:35,  1.1
 8:49,18:35,  2.1
 9:27,19:38,  3.1
 9:59,20:41,  4.1
10:28,21:43,  5.1
10:55,22:46,  6.1
11:21,23:50,  7.1
11:48,--:--,  8.1
12:18, 0:56,  9.1
12:52, 2:05, 10.1
13:33, 3:19, 11.1
