月の出,月の入,月齢
 8:19,18:04,  1.2
 9:01,19:13,  2.2
 9:37,20:23,  3.2
10:08,21:31,  4.2
10:37,22:38,  5.2
11:04,23:45,  6.2
11:32,--:--,  7.2
12:03, 0:54,  8.2
12:38, 2:04,  9.2
13:19, 3:16, 10.2
14:09, 4:28, 11.2
15:07, 5:35, 12.2
16:12, 6:35, 13.2
17:20, 7:25, 14.2
18:26, 8:06, 15.2
19:30, 8:40, 16.2
20:31, 9:09, 17.2
21:29, 9:34, 18.2
22:25, 9:57, 19.2
23:21,10:20, 20.2
--:--,10:43, 21.2
 0:18,11:09, 22.2
 1:16,11:37, 23.2
 2:17,12:11, 24.2
 3:18,12:52, 25.2
 4:20,13:42, 26.2
 5:18,14:40, 27.2
 6:10,15:46, 28.2
 6:56,16:56, 29.2
 7:35,18:07,  0.6
 8:08,19:18,  1.6
