月の出,月の入,月齢
24:00,12:10,21.8
--:--,12:37,22.8
1:03,13:02,23.8
2:06,13:28,24.8
3:07,13:55,25.8
4:09,14:26,26.8
5:11,15:00,27.8
6:12,15:41,28.8
7:10,16:28,0.1
8:02,17:20,1.1
8:49,18:17,2.1
9:28,19:16,3.1
10:02,20:16,4.1
10:32,21:15,5.1
10:58,22:14,6.1
11:23,23:13,7.1
11:47,--:--,8.1
12:12,0:13,9.1
12:39,1:16,10.1
13:11,2:23,11.1
13:49,3:35,12.1
14:37,4:49,13.1
15:37,6:03,14.1
16:48,7:12,15.1
18:05,8:11,16.1
19:22,8:59,17.1
20:37,9:38,18.1
21:47,10:10,19.1
22:54,10:39,20.1
23:58,11:05,21.1
--:--,11:31,22.1
