月の出,月の入,月齢
20:28,5:18,16.0
21:02,6:18,17.0
21:31,7:20,18.0
21:57,8:21,19.0
22:22,9:22,20.0
22:46,10:23,21.0
23:12,11:26,22.0
23:41,12:32,23.0
--:--,13:41,24.0
0:14,14:54,25.0
0:56,16:09,26.0
1:47,17:21,27.0
2:50,18:26,28.0
4:02,19:21,29.0
5:20,20:05,0.7
6:36,20:40,1.7
7:48,21:10,2.7
8:57,21:37,3.7
10:02,22:03,4.7
11:05,22:28,5.7
12:06,22:54,6.7
13:07,23:24,7.7
14:08,23:57,8.7
15:09,--:--,9.7
16:06,0:36,10.7
16:59,1:21,11.7
17:47,2:13,12.7
18:28,3:10,13.7
19:03,4:10,14.7
19:34,5:12,15.7
20:01,6:14,16.7
