月の出,月の入,月齢
14:17,4:37,12.1
15:19,5:52,13.1
16:29,6:58,14.1
17:44,7:53,15.1
18:59,8:38,16.1
20:09,9:14,17.1
21:16,9:43,18.1
22:18,10:09,19.1
23:19,10:33,20.1
--:--,10:57,21.1
0:18,11:21,22.1
1:17,11:48,23.1
2:17,12:18,24.1
3:17,12:53,25.1
4:16,13:35,26.1
5:12,14:24,27.1
6:04,15:19,28.1
6:50,16:20,29.1
7:29,17:24,0.3
8:03,18:29,1.3
8:32,19:33,2.3
8:59,20:37,3.3
9:24,21:42,4.3
9:50,22:47,5.3
10:17,23:56,6.3
10:47,--:--,7.3
11:23,1:07,8.3
12:07,2:20,9.3
13:02,3:33,10.3
14:06,4:41,11.3
15:18,5:40,12.3
