月の出,月の入,月齢
23:45,11:56,21.8
--:--,12:22,22.8
0:49,12:48,23.8
1:51,13:14,24.8
2:52,13:41,25.8
3:54,14:12,26.8
4:56,14:47,27.8
5:56,15:28,28.8
6:54,16:15,0.1
7:46,17:07,1.1
8:33,18:04,2.1
9:13,19:02,3.1
9:47,20:02,4.1
10:17,21:01,5.1
10:43,21:59,6.1
11:08,22:58,7.1
11:32,23:59,8.1
11:58,--:--,9.1
12:25,1:01,10.1
12:57,2:08,11.1
13:36,3:19,12.1
14:24,4:33,13.1
15:24,5:47,14.1
16:34,6:56,15.1
17:51,7:55,16.1
19:08,8:43,17.1
20:23,9:23,18.1
21:33,9:55,19.1
22:39,10:24,20.1
23:43,10:51,21.1
--:--,11:17,22.1
