月の出,月の入,月齢
20:12,5:04,16.0
20:46,6:05,17.0
21:16,7:06,18.0
21:42,8:07,19.0
22:07,9:08,20.0
22:32,10:09,21.0
22:58,11:11,22.0
23:27,12:16,23.0
--:--,13:25,24.0
0:01,14:38,25.0
0:42,15:53,26.0
1:34,17:05,27.0
2:37,18:10,28.0
3:49,19:05,29.0
5:06,19:49,0.7
6:22,20:25,1.7
7:34,20:56,2.7
8:42,21:23,3.7
9:47,21:48,4.7
10:49,22:14,5.7
11:51,22:41,6.7
12:52,23:10,7.7
13:53,23:44,8.7
14:52,--:--,9.7
15:50,0:23,10.7
16:43,1:08,11.7
17:31,2:00,12.7
18:12,2:57,13.7
18:48,3:57,14.7
19:19,4:58,15.7
19:46,6:00,16.7
