月の出,月の入,月齢
13:50,22:43,  8.9
14:45,23:38,  9.9
15:34,--:--, 10.9
16:15, 0:41, 11.9
16:50, 1:49, 12.9
17:21, 2:59, 13.9
17:48, 4:11, 14.9
18:14, 5:22, 15.9
18:40, 6:34, 16.9
19:07, 7:47, 17.9
19:38, 9:02, 18.9
20:15,10:19, 19.9
21:00,11:35, 20.9
21:54,12:48, 21.9
22:57,13:51, 22.9
--:--,14:44, 23.9
 0:06,15:27, 24.9
 1:16,16:01, 25.9
 2:24,16:30, 26.9
 3:30,16:54, 27.9
 4:34,17:16, 28.9
 5:35,17:38,  0.3
 6:35,17:59,  1.3
 7:36,18:22,  2.3
 8:37,18:48,  3.3
 9:38,19:18,  4.3
10:40,19:53,  5.3
11:39,20:36,  6.3
12:35,21:27,  7.3
13:26,22:25,  8.3
