月の出,月の入,月齢
 8:12,17:33,  1.2
 8:52,18:45,  2.2
 9:26,19:57,  3.2
 9:54,21:08,  4.2
10:20,22:18,  5.2
10:45,23:28,  6.2
11:11,--:--,  7.2
11:39, 0:40,  8.2
12:11, 1:53,  9.2
12:50, 3:07, 10.2
13:38, 4:21, 11.2
14:35, 5:30, 12.2
15:40, 6:29, 13.2
16:50, 7:18, 14.2
17:59, 7:57, 15.2
19:05, 8:29, 16.2
20:08, 8:55, 17.2
21:09, 9:18, 18.2
22:08, 9:39, 19.2
23:06, 9:59, 20.2
--:--,10:21, 21.2
 0:05,10:44, 22.2
 1:06,11:10, 23.2
 2:08,11:42, 24.2
 3:12,12:21, 25.2
 4:14,13:09, 26.2
 5:13,14:07, 27.2
 6:04,15:14, 28.2
 6:48,16:27, 29.2
 7:24,17:41,  0.6
 7:55,18:54,  1.6
