月の出,月の入,月齢
11:59,22:18,  7.3
13:01,22:47,  8.3
14:03,23:22,  9.3
15:04,--:--, 10.3
16:02, 0:04, 11.3
16:55, 0:54, 12.3
17:41, 1:54, 13.3
18:20, 3:00, 14.3
18:53, 4:09, 15.3
19:21, 5:20, 16.3
19:47, 6:30, 17.3
20:12, 7:40, 18.3
20:37, 8:51, 19.3
21:05,10:02, 20.3
21:37,11:16, 21.3
22:15,12:31, 22.3
23:03,13:45, 23.3
24:00,14:55, 24.3
--:--,15:56, 25.3
 1:05,16:46, 26.3
 2:16,17:27, 27.3
 3:27,17:59, 28.3
 4:36,18:27, 29.3
 5:42,18:50,  0.9
 6:45,19:12,  1.9
 7:46,19:34,  2.9
 8:47,19:56,  3.9
 9:47,20:19,  4.9
10:48,20:46,  5.9
11:50,21:18,  6.9
12:51,21:57,  7.9
