月の出,月の入,月齢
14:09,23:29,  9.3
14:46,--:--, 10.3
15:18, 0:37, 11.3
15:46, 1:47, 12.3
16:13, 2:58, 13.3
16:39, 4:10, 14.3
17:06, 5:23, 15.3
17:36, 6:39, 16.3
18:11, 7:58, 17.3
18:54, 9:17, 18.3
19:47,10:34, 19.3
20:49,11:43, 20.3
21:57,12:41, 21.3
23:08,13:27, 22.3
--:--,14:04, 23.3
 0:17,14:34, 24.3
 1:23,14:59, 25.3
 2:26,15:22, 26.3
 3:27,15:43, 27.3
 4:27,16:04, 28.3
 5:27,16:26, 29.3
 6:27,16:51,  0.6
 7:29,17:19,  1.6
 8:30,17:53,  2.6
 9:30,18:33,  3.6
10:28,19:20,  4.6
11:19,20:15,  5.6
12:05,21:16,  6.6
12:43,22:21,  7.6
13:16,23:28,  8.6
13:45,--:--,  9.6
