月の出,月の入,月齢
14:16, 0:49, 10.6
14:44, 1:55, 11.6
15:12, 3:04, 12.6
15:43, 4:15, 13.6
16:19, 5:29, 14.6
17:01, 6:47, 15.6
17:53, 8:06, 16.6
18:54, 9:21, 17.6
20:03,10:26, 18.6
21:14,11:20, 19.6
22:23,12:03, 20.6
23:29,12:38, 21.6
--:--,13:07, 22.6
 0:31,13:33, 23.6
 1:30,13:56, 24.6
 2:28,14:20, 25.6
 3:25,14:43, 26.6
 4:23,15:09, 27.6
 5:21,15:39, 28.6
 6:21,16:12, 29.6
 7:20,16:52,  0.8
 8:17,17:38,  1.8
 9:11,18:31,  2.8
 9:58,19:29,  3.8
10:40,20:30,  4.8
11:16,21:33,  5.8
11:47,22:36,  6.8
12:16,23:40,  7.8
12:43,--:--,  8.8
13:09, 0:45,  9.8
