月の出,月の入,月齢
14:06,23:48,  9.3
14:45,--:--, 10.3
15:19, 0:54, 11.3
15:50, 2:01, 12.3
16:19, 3:10, 13.3
16:47, 4:19, 14.3
17:17, 5:29, 15.3
17:50, 6:43, 16.3
18:28, 7:58, 17.3
19:13, 9:16, 18.3
20:07,10:31, 19.3
21:09,11:39, 20.3
22:17,12:38, 21.3
23:25,13:25, 22.3
--:--,14:04, 23.3
 0:32,14:36, 24.3
 1:36,15:03, 25.3
 2:37,15:28, 26.3
 3:36,15:51, 27.3
 4:33,16:15, 28.3
 5:31,16:39, 29.3
 6:29,17:06,  0.6
 7:28,17:36,  1.6
 8:28,18:12,  2.6
 9:27,18:53,  3.6
10:23,19:41,  4.6
11:15,20:36,  5.6
12:01,21:36,  6.6
12:41,22:39,  7.6
13:16,23:43,  8.6
13:47,--:--,  9.6
