月の出,月の入,月齢
10:22,22:54,  5.7
11:20,23:17,  6.7
12:17,23:40,  7.7
13:14,--:--,  8.7
14:12, 0:06,  9.7
15:12, 0:34, 10.7
16:12, 1:07, 11.7
17:11, 1:46, 12.7
18:08, 2:33, 13.7
18:59, 3:27, 14.7
19:43, 4:28, 15.7
20:21, 5:33, 16.7
20:54, 6:40, 17.7
21:23, 7:47, 18.7
21:50, 8:53, 19.7
22:17, 9:59, 20.7
22:45,11:06, 21.7
23:16,12:14, 22.7
23:52,13:26, 23.7
--:--,14:39, 24.7
 0:36,15:52, 25.7
 1:29,17:00, 26.7
 2:31,17:59, 27.7
 3:40,18:49, 28.7
 4:50,19:29,  0.3
 6:00,20:02,  1.3
 7:06,20:30,  2.3
 8:08,20:55,  3.3
 9:07,21:18,  4.3
10:05,21:42,  5.3
11:03,22:06,  6.3
