月の出,月の入,月齢
10:28,23:00,  5.7
11:27,23:23,  6.7
12:24,23:46,  7.7
13:21,--:--,  8.7
14:20, 0:11,  9.7
15:19, 0:39, 10.7
16:20, 1:12, 11.7
17:20, 1:51, 12.7
18:16, 2:38, 13.7
19:07, 3:32, 14.7
19:51, 4:33, 15.7
20:29, 5:39, 16.7
21:01, 6:46, 17.7
21:30, 7:53, 18.7
21:57, 8:59, 19.7
22:24,10:06, 20.7
22:51,11:13, 21.7
23:22,12:22, 22.7
23:58,13:33, 23.7
--:--,14:47, 24.7
 0:41,16:00, 25.7
 1:34,17:08, 26.7
 2:36,18:08, 27.7
 3:45,18:57, 28.7
 4:56,19:36,  0.3
 6:06,20:09,  1.3
 7:12,20:37,  2.3
 8:14,21:02,  3.3
 9:14,21:25,  4.3
10:12,21:48,  5.3
11:10,22:12,  6.3
