月の出,月の入,月齢
 7:02,19:14,  1.1
 7:31,20:27,  2.1
 8:01,21:40,  3.1
 8:33,22:54,  4.1
 9:11,--:--,  5.1
 9:55, 0:08,  6.1
10:47, 1:18,  7.1
11:46, 2:22,  8.1
12:50, 3:16,  9.1
13:56, 4:01, 10.1
15:01, 4:38, 11.1
16:03, 5:09, 12.1
17:03, 5:36, 13.1
18:01, 5:59, 14.1
18:58, 6:22, 15.1
19:55, 6:44, 16.1
20:53, 7:08, 17.1
21:52, 7:33, 18.1
22:52, 8:02, 19.1
23:53, 8:36, 20.1
--:--, 9:17, 21.1
 0:51,10:05, 22.1
 1:46,11:02, 23.1
 2:36,12:05, 24.1
 3:19,13:14, 25.1
 3:56,14:25, 26.1
 4:29,15:36, 27.1
 4:59,16:48, 28.1
 5:28,18:01, 29.1
 5:57,19:16,  0.7
 6:29,20:32,  1.7
