月の出,月の入,月齢
14:14,23:53,  9.3
14:53,--:--, 10.3
15:27, 1:00, 11.3
15:57, 2:07, 12.3
16:26, 3:16, 13.3
16:54, 4:25, 14.3
17:23, 5:36, 15.3
17:55, 6:50, 16.3
18:33, 8:06, 17.3
19:18, 9:24, 18.3
20:12,10:39, 19.3
21:15,11:47, 20.3
22:22,12:46, 21.3
23:31,13:33, 22.3
--:--,14:12, 23.3
 0:38,14:43, 24.3
 1:42,15:10, 25.3
 2:43,15:35, 26.3
 3:42,15:58, 27.3
 4:40,16:21, 28.3
 5:38,16:45, 29.3
 6:37,17:12,  0.6
 7:36,17:42,  1.6
 8:36,18:17,  2.6
 9:35,18:58,  3.6
10:32,19:46,  4.6
11:23,20:41,  5.6
12:09,21:41,  6.6
12:49,22:44,  7.6
13:24,23:49,  8.6
13:55,--:--,  9.6
