月の出,月の入,月齢
12:09,22:39,  7.3
13:08,23:10,  8.3
14:08,23:46,  9.3
15:08,--:--, 10.3
16:06, 0:29, 11.3
16:59, 1:20, 12.3
17:46, 2:19, 13.3
18:26, 3:24, 14.3
19:01, 4:32, 15.3
19:32, 5:40, 16.3
20:00, 6:48, 17.3
20:27, 7:56, 18.3
20:55, 9:04, 19.3
21:24,10:14, 20.3
21:59,11:25, 21.3
22:39,12:38, 22.3
23:28,13:50, 23.3
--:--,14:59, 24.3
 0:25,16:00, 25.3
 1:31,16:52, 26.3
 2:40,17:34, 27.3
 3:49,18:08, 28.3
 4:56,18:37, 29.3
 6:00,19:03,  0.9
 7:01,19:27,  1.9
 8:00,19:50,  2.9
 8:59,20:14,  3.9
 9:57,20:40,  4.9
10:56,21:08,  5.9
11:56,21:42,  6.9
12:56,22:22,  7.9
