月の出,月の入,月齢
 7:24,23:00,  3.3
 8:28,23:55,  4.3
 9:37,--:--,  5.3
10:44, 0:39,  6.3
11:49, 1:14,  7.3
12:51, 1:44,  8.3
13:49, 2:09,  9.3
14:46, 2:32, 10.3
15:43, 2:54, 11.3
16:39, 3:17, 12.3
17:37, 3:41, 13.3
18:37, 4:07, 14.3
19:37, 4:38, 15.3
20:37, 5:15, 16.3
21:34, 5:58, 17.3
22:27, 6:49, 18.3
23:12, 7:47, 19.3
23:52, 8:50, 20.3
--:--, 9:55, 21.3
 0:26,11:02, 22.3
 0:56,12:09, 23.3
 1:24,13:16, 24.3
 1:51,14:25, 25.3
 2:20,15:37, 26.3
 2:51,16:52, 27.3
 3:28,18:10, 28.3
 4:12,19:28, 29.3
 5:05,20:40,  1.0
 6:08,21:41,  2.0
 7:17,22:31,  3.0
 8:28,23:11,  4.0
