月の出,月の入,月齢
20:10,10:34,20.0
21:08,11:44,21.0
22:15,12:45,22.0
23:27,13:37,23.0
--:--,14:20,24.0
0:39,14:55,25.0
1:49,15:25,26.0
2:57,15:52,27.0
4:03,16:18,28.0
5:07,16:43,29.0
6:11,17:10,0.5
7:15,17:40,1.5
8:19,18:13,2.5
9:21,18:52,3.5
10:21,19:36,4.5
11:15,20:27,5.5
12:03,21:23,6.5
12:45,22:22,7.5
13:21,23:23,8.5
13:52,--:--,9.5
14:20,0:24,10.5
14:46,1:26,11.5
15:11,2:28,12.5
15:37,3:32,13.5
16:05,4:39,14.5
16:37,5:49,15.5
17:16,7:02,16.5
18:03,8:18,17.5
19:00,9:31,18.5
20:06,10:37,19.5
21:18,11:34,20.5
