月の出,月の入,月齢
14:04,4:26,12.1
15:05,5:41,13.1
16:16,6:47,14.1
17:31,7:43,15.1
18:46,8:27,16.1
19:57,9:03,17.1
21:03,9:32,18.1
22:06,9:58,19.1
23:07,10:22,20.1
--:--,10:45,21.1
0:06,11:09,22.1
1:06,11:35,23.1
2:06,12:05,24.1
3:06,12:40,25.1
4:05,13:22,26.1
5:02,14:11,27.1
5:54,15:06,28.1
6:39,16:07,29.1
7:18,17:11,0.3
7:52,18:16,1.3
8:21,19:21,2.3
8:48,20:25,3.3
9:13,21:30,4.3
9:38,22:36,5.3
10:05,23:44,6.3
10:35,--:--,7.3
11:11,0:56,8.3
11:54,2:09,9.3
12:49,3:22,10.3
13:53,4:30,11.3
15:05,5:29,12.3
