月の出,月の入,月齢
23:48,11:59,21.8
--:--,12:25,22.8
0:52,12:50,23.8
1:54,13:16,24.8
2:56,13:43,25.8
3:58,14:13,26.8
5:00,14:48,27.8
6:01,15:28,28.8
6:59,16:15,0.1
7:52,17:07,1.1
8:38,18:04,2.1
9:18,19:03,3.1
9:51,20:03,4.1
10:21,21:02,5.1
10:47,22:02,6.1
11:11,23:01,7.1
11:35,--:--,8.1
12:00,0:02,9.1
12:27,1:05,10.1
12:58,2:12,11.1
13:37,3:23,12.1
14:25,4:38,13.1
15:24,5:53,14.1
16:34,7:01,15.1
17:52,8:00,16.1
19:10,8:48,17.1
20:24,9:27,18.1
21:35,9:59,19.1
22:42,10:27,20.1
23:46,10:53,21.1
--:--,11:19,22.1
