月の出,月の入,月齢
20:17,5:05,16.0
20:51,6:06,17.0
21:20,7:07,18.0
21:46,8:09,19.0
22:10,9:10,20.0
22:35,10:11,21.0
23:00,11:15,22.0
23:29,12:20,23.0
--:--,13:30,24.0
0:02,14:43,25.0
0:43,15:58,26.0
1:34,17:11,27.0
2:37,18:16,28.0
3:49,19:10,29.0
5:07,19:54,0.7
6:23,20:29,1.7
7:36,20:59,2.7
8:45,21:26,3.7
9:50,21:51,4.7
10:53,22:16,5.7
11:55,22:42,6.7
12:56,23:11,7.7
13:57,23:44,8.7
14:58,--:--,9.7
15:55,0:23,10.7
16:49,1:08,11.7
17:36,2:00,12.7
18:17,2:57,13.7
18:53,3:57,14.7
19:23,5:00,15.7
19:50,6:02,16.7
