月の出,月の入,月齢
20:13,5:04,16.0
20:47,6:05,17.0
21:16,7:06,18.0
21:43,8:07,19.0
22:08,9:08,20.0
22:32,10:09,21.0
22:58,11:12,22.0
23:27,12:17,23.0
--:--,13:26,24.0
0:01,14:39,25.0
0:42,15:54,26.0
1:33,17:06,27.0
2:36,18:11,28.0
3:49,19:06,29.0
5:06,19:50,0.7
6:22,20:26,1.7
7:34,20:56,2.7
8:43,21:23,3.7
9:47,21:49,4.7
10:50,22:14,5.7
11:51,22:41,6.7
12:53,23:10,7.7
13:54,23:44,8.7
14:53,--:--,9.7
15:51,0:22,10.7
16:44,1:08,11.7
17:32,1:59,12.7
18:13,2:56,13.7
18:49,3:57,14.7
19:20,4:58,15.7
19:47,6:00,16.7
