月の出,月の入,月齢
20:09,10:30,20.0
21:08,11:39,21.0
22:15,12:41,22.0
23:26,13:33,23.0
--:--,14:16,24.0
0:38,14:52,25.0
1:48,15:22,26.0
2:55,15:50,27.0
4:00,16:16,28.0
5:04,16:41,29.0
6:08,17:09,0.5
7:11,17:38,1.5
8:15,18:12,2.5
9:17,18:51,3.5
10:16,19:36,4.5
11:11,20:27,5.5
11:59,21:22,6.5
12:41,22:21,7.5
13:17,23:21,8.5
13:49,--:--,9.5
14:17,0:23,10.5
14:43,1:24,11.5
15:08,2:26,12.5
15:34,3:30,13.5
16:03,4:36,14.5
16:36,5:46,15.5
17:15,6:59,16.5
18:02,8:14,17.5
18:59,9:27,18.5
20:06,10:33,19.5
21:17,11:29,20.5
