月の出,月の入,月齢
20:12,7:02,17.7
20:37,8:03,18.7
21:02,9:05,19.7
21:29,10:09,20.7
22:01,11:16,21.7
22:38,12:26,22.7
23:23,13:38,23.7
--:--,14:49,24.7
0:20,15:56,25.7
1:26,16:54,26.7
2:40,17:41,27.7
3:56,18:21,28.7
5:10,18:53,0.4
6:21,19:22,1.4
7:29,19:48,2.4
8:34,20:14,3.4
9:37,20:41,4.4
10:40,21:10,5.4
11:42,21:42,6.4
12:43,22:19,7.4
13:42,23:02,8.4
14:38,23:51,9.4
15:27,--:--,10.4
16:11,0:46,11.4
16:49,1:46,12.4
17:21,2:47,13.4
17:50,3:50,14.4
18:16,4:52,15.4
18:41,5:54,16.4
19:07,6:57,17.4
19:33,8:02,18.4
