月の出,月の入,月齢
14:04,4:22,12.1
15:05,5:36,13.1
16:15,6:43,14.1
17:30,7:39,15.1
18:45,8:23,16.1
19:55,8:59,17.1
21:01,9:29,18.1
22:04,9:55,19.1
23:04,10:19,20.1
--:--,10:43,21.1
0:03,11:07,22.1
1:02,11:34,23.1
2:02,12:04,24.1
3:02,12:40,25.1
4:01,13:21,26.1
4:57,14:10,27.1
5:49,15:06,28.1
6:35,16:07,29.1
7:14,17:10,0.3
7:48,18:15,1.3
8:18,19:19,2.3
8:45,20:23,3.3
9:10,21:27,4.3
9:36,22:33,5.3
10:03,23:41,6.3
10:33,--:--,7.3
11:10,0:52,8.3
11:54,2:05,9.3
12:48,3:18,10.3
13:53,4:26,11.3
15:05,5:25,12.3
