月の出,月の入,月齢
14:19,--:--,  9.3
14:58, 0:07, 10.3
15:33, 1:12, 11.3
16:04, 2:19, 12.3
16:34, 3:26, 13.3
17:03, 4:35, 14.3
17:33, 5:45, 15.3
18:07, 6:57, 16.3
18:46, 8:13, 17.3
19:32, 9:29, 18.3
20:26,10:44, 19.3
21:29,11:52, 20.3
22:36,12:50, 21.3
23:44,13:38, 22.3
--:--,14:18, 23.3
 0:50,14:50, 24.3
 1:53,15:18, 25.3
 2:54,15:43, 26.3
 3:52,16:07, 27.3
 4:49,16:31, 28.3
 5:46,16:56, 29.3
 6:44,17:23,  0.6
 7:42,17:54,  1.6
 8:41,18:30,  2.6
 9:40,19:12,  3.6
10:36,20:00,  4.6
11:28,20:55,  5.6
12:14,21:54,  6.6
12:54,22:57,  7.6
13:30,--:--,  8.6
14:01, 0:01,  9.6
