月の出,月の入,月齢
10:38,23:09,  5.7
11:35,23:33,  6.7
12:32,23:57,  7.7
13:28,--:--,  8.7
14:26, 0:23,  9.7
15:25, 0:52, 10.7
16:25, 1:25, 11.7
17:24, 2:05, 12.7
18:20, 2:52, 13.7
19:11, 3:46, 14.7
19:56, 4:47, 15.7
20:34, 5:52, 16.7
21:08, 6:58, 17.7
21:38, 8:04, 18.7
22:06, 9:10, 19.7
22:33,10:15, 20.7
23:02,11:21, 21.7
23:34,12:29, 22.7
--:--,13:40, 23.7
 0:10,14:52, 24.7
 0:55,16:05, 25.7
 1:48,17:13, 26.7
 2:50,18:12, 27.7
 3:59,19:02, 28.7
 5:09,19:42,  0.3
 6:18,20:16,  1.3
 7:23,20:45,  2.3
 8:24,21:10,  3.3
 9:23,21:34,  4.3
10:21,21:58,  5.3
11:18,22:23,  6.3
