月の出,月の入,月齢
 8:22,18:11,  1.2
 9:05,19:20,  2.2
 9:41,20:29,  3.2
10:13,21:37,  4.2
10:42,22:43,  5.2
11:10,23:50,  6.2
11:38,--:--,  7.2
12:09, 0:58,  8.2
12:45, 2:08,  9.2
13:27, 3:20, 10.2
14:17, 4:31, 11.2
15:15, 5:38, 12.2
16:20, 6:38, 13.2
17:27, 7:29, 14.2
18:33, 8:10, 15.2
19:37, 8:44, 16.2
20:37, 9:13, 17.2
21:35, 9:39, 18.2
22:31,10:02, 19.2
23:26,10:26, 20.2
--:--,10:49, 21.2
 0:23,11:15, 22.2
 1:20,11:44, 23.2
 2:20,12:18, 24.2
 3:22,13:00, 25.2
 4:23,13:49, 26.2
 5:21,14:47, 27.2
 6:13,15:53, 28.2
 6:59,17:03, 29.2
 7:38,18:14,  0.6
 8:13,19:24,  1.6
