月の出,月の入,月齢
 7:38,23:05,  3.3
 8:43,24:00,  4.3
 9:50,--:--,  5.3
10:57, 0:44,  6.3
12:01, 1:20,  7.3
13:02, 1:51,  8.3
13:59, 2:17,  9.3
14:56, 2:41, 10.3
15:51, 3:04, 11.3
16:47, 3:27, 12.3
17:44, 3:52, 13.3
18:43, 4:19, 14.3
19:42, 4:51, 15.3
20:42, 5:28, 16.3
21:39, 6:12, 17.3
22:31, 7:03, 18.3
23:17, 8:01, 19.3
23:57, 9:03, 20.3
--:--,10:08, 21.3
 0:32,11:13, 22.3
 1:03,12:19, 23.3
 1:32,13:26, 24.3
 2:00,14:34, 25.3
 2:30,15:45, 26.3
 3:02,16:59, 27.3
 3:40,18:16, 28.3
 4:25,19:32, 29.3
 5:19,20:44,  1.0
 6:22,21:46,  2.0
 7:31,22:37,  3.0
 8:41,23:17,  4.0
