月の出,月の入,月齢
 8:43,20:33,  2.6
 9:12,21:41,  3.6
 9:41,22:50,  4.6
10:11,--:--,  5.6
10:45, 0:00,  6.6
11:25, 1:11,  7.6
12:11, 2:22,  8.6
13:06, 3:30,  9.6
14:07, 4:31, 10.6
15:12, 5:23, 11.6
16:18, 6:07, 12.6
17:23, 6:43, 13.6
18:24, 7:13, 14.6
19:23, 7:40, 15.6
20:20, 8:04, 16.6
21:16, 8:28, 17.6
22:12, 8:51, 18.6
23:09, 9:16, 19.6
--:--, 9:43, 20.6
 0:08,10:15, 21.6
 1:08,10:52, 22.6
 2:08,11:37, 23.6
 3:07,12:30, 24.6
 4:01,13:32, 25.6
 4:50,14:39, 26.6
 5:32,15:50, 27.6
 6:08,17:02, 28.6
 6:41,18:13,  0.1
